25	438,862,249,336,421,459,538,695,308,115,589,1094,442,6,198,613,976,420,45,575,897,279,273,7,797,329,220,297,265,79,880,477,479,181,1084,875,293,413,280,10,73,170,199,277,703,225,140,712,186,911 
26	299,543,648,964,283,740,324,878,1052,232,416,440,970,269,219,1155,1094,512,912,220,1108,359,767,765,742,208,826,1063,282,382,641,458,11,792,1035,438,1152,853,639,235,1084,464,6,72,258,268,155,669,351,449 
27	594,384,976,73,297,249,862,170,1084,797,716,396,681,420,712,413,1028,442,320,549,538,4,336,316,181,897,293,79,665,628,225,575,589,880,421,198,351,175,938,481,477,497,265,10,507,271,539,1014,934,124 
28	170,1084,1028,862,976,297,336,880,225,497,329,151,73,438,249,384,549,628,613,253,797,271,822,855,442,589,273,181,955,198,293,594,98,421,681,703,413,477,695,864,884,538,1037,79,716,897,420,10,84,263 
29	336,862,384,438,613,594,253,1084,442,864,170,220,747,351,497,712,880,1037,897,73,695,225,249,297,797,79,38,703,4,98,421,976,549,303,1094,293,413,160,1062,245,316,35,575,459,271,955,628,288,538,884 
30	40,5,639,847,1032,183,923,11,458,637,208,197,385,31,27,641,828,1076,853,786,337,868,713,270,826,1106,173,1021,258,64,80,1152,1063,0,264,816,560,846,58,926,382,569,218,39,1066,53,239,795,96,488 
31	964,740,299,416,1094,1108,283,232,648,1052,220,543,219,324,351,878,1084,1035,497,512,438,279,459,572,277,785,336,864,140,695,440,359,249,269,115,384,778,765,34,792,575,413,10,6,862,912,1126,538,442,884 
32	320,413,862,384,976,797,716,594,181,558,297,938,170,79,249,360,293,772,1028,1084,538,712,4,1014,420,175,198,549,336,994,575,396,124,665,481,589,880,681,897,504,351,272,855,255,430,98,160,225,28,442 
33	324,34,1108,1052,958,1155,357,416,740,219,970,127,912,543,440,765,269,56,792,512,648,220,964,283,72,878,268,742,1014,341,232,188,299,864,277,351,832,464,1037,159,747,41,235,1035,1094,795,755,767,101,451 
34	73,384,934,430,501,862,413,198,594,803,420,421,124,976,79,438,181,225,897,589,336,253,170,797,442,712,4,308,670,911,396,249,254,1028,1094,84,293,459,115,329,507,681,242,613,360,481,538,45,272,665 
35	711,652,342,731,791,208,567,465,36,1172,640,708,244,946,826,591,458,1132,528,542,489,757,376,11,1135,176,920,35,133,974,517,904,258,260,595,726,750,734,96,370,923,328,220,317,1055,262,337,401,1063,382 
36	458,208,826,378,183,60,923,96,1032,5,337,173,828,385,0,82,560,641,496,328,264,853,342,239,317,40,443,569,606,1063,1021,370,11,639,1066,488,92,917,286,847,800,1151,27,505,761,640,668,731,197,702 
37	864,413,594,420,712,170,438,421,279,459,862,384,880,220,1108,840,336,254,351,507,934,98,249,531,396,7,1094,497,160,66,976,442,175,73,681,1028,365,265,958,297,953,430,716,747,1084,271,538,181,803,501 
38	702,173,96,826,183,598,683,1066,337,458,923,60,1032,496,741,11,713,828,761,853,750,786,641,208,1141,108,27,55,250,980,1157,569,690,82,1104,926,1151,1055,262,639,133,516,800,917,286,731,5,193,606,974 
39	208,382,11,197,279,258,438,459,282,270,140,767,458,464,1094,159,639,1063,413,695,531,878,421,157,231,220,637,230,657,862,395,336,10,155,6,199,538,263,575,181,0,1009,1126,280,442,60,572,41,7,681 
40	425,607,297,712,372,976,351,384,862,497,539,336,249,151,1084,273,1028,880,170,681,1090,459,98,1094,413,293,4,1177,797,716,628,613,549,181,438,329,198,589,396,864,538,320,160,594,558,271,230,420,421,479 
41	198,430,413,7,911,84,1004,539,273,181,124,421,681,589,349,438,976,862,420,481,249,360,272,110,491,803,365,459,972,613,302,265,1028,594,297,263,220,797,575,994,875,35,115,695,538,501,665,549,1094,279 
42	384,420,594,413,351,170,712,396,1108,976,175,507,73,336,681,497,1084,320,880,772,249,575,4,862,297,421,1094,1028,438,425,355,430,181,864,198,442,803,1059,255,558,797,501,459,538,98,549,79,360,316,716 
43	160,79,413,797,862,976,198,549,594,855,589,1094,273,336,538,272,438,558,249,384,297,225,416,293,695,181,10,772,430,332,703,442,575,880,539,220,265,360,84,938,481,955,1014,73,613,875,124,796,4,665 
44	413,297,862,594,249,459,1094,976,181,421,384,880,538,681,10,79,420,589,558,712,351,7,396,4,279,293,438,575,613,170,864,320,336,271,1028,198,35,265,481,539,665,953,938,795,716,430,497,277,1084,72 
45	641,1032,458,183,40,639,637,197,208,816,5,270,11,853,828,923,27,378,60,713,337,974,443,1066,385,328,0,258,826,264,795,218,239,1076,108,560,868,1009,31,846,1106,606,155,96,58,980,847,64,173,640 
46	1157,641,639,637,11,270,816,197,108,1032,438,258,60,382,1009,282,231,767,795,159,157,183,980,459,464,220,458,443,80,974,683,155,657,335,140,449,96,280,249,1094,40,695,395,954,279,531,336,810,41,265 
47	382,767,258,662,680,252,395,367,643,464,335,55,60,268,11,1063,159,231,226,690,282,836,726,250,157,598,878,197,657,816,731,683,292,87,1104,289,221,40,639,1009,1134,65,787,516,711,860,41,392,328,572 
48	384,413,430,934,170,594,862,681,314,420,976,712,501,181,396,1028,320,297,911,293,558,308,4,73,1084,336,175,716,477,198,425,539,98,772,124,507,665,365,803,79,360,271,279,459,897,1014,628,504,670,481 
49	6,359,732,308,438,479,712,391,1094,638,1145,442,52,45,459,862,224,73,453,323,864,280,336,796,425,279,421,115,575,249,199,538,98,497,880,632,695,613,245,897,242,351,1177,1126,875,420,160,329,380,1084 
50	249,497,351,220,170,420,1084,438,265,880,336,297,976,549,538,864,384,575,413,875,712,594,175,862,421,10,459,1094,442,186,695,320,681,703,558,1177,994,7,181,613,716,1126,840,98,112,797,279,277,199,628 
51	1084,880,864,220,170,497,1028,420,451,351,538,297,976,249,442,438,10,265,703,628,421,695,575,336,7,1037,332,1179,98,681,181,594,822,175,613,875,222,279,459,320,115,151,1094,983,716,35,28,539,862,384 
52	516,133,787,39,828,1041,560,385,189,5,458,944,731,598,82,193,496,92,173,826,96,183,250,923,286,60,1032,31,55,337,663,683,800,1076,1106,86,153,392,64,902,733,1034,926,868,58,606,239,786,262,1020 
53	438,249,862,336,1037,421,589,459,538,613,1094,115,628,897,797,7,976,302,265,79,297,45,198,308,795,1084,329,880,420,442,273,271,293,220,274,884,476,282,703,197,35,4,875,639,575,712,73,6,280,479 
54	232,1094,416,438,359,249,277,336,538,1108,512,220,862,740,964,269,459,543,280,283,575,797,695,479,648,56,1037,140,282,308,231,384,157,1084,795,199,10,778,792,958,279,293,1126,497,442,265,67,186,270,351 
55	1157,157,382,11,464,258,767,231,108,974,159,197,282,639,637,438,395,1009,795,702,270,683,459,1094,860,268,695,980,140,662,220,80,816,641,878,41,155,884,10,279,680,531,336,421,335,416,894,538,250,442 
56	413,181,862,797,198,558,225,384,665,297,855,1014,976,79,706,4,549,594,336,360,613,481,249,271,272,320,538,575,273,589,442,10,293,570,1094,170,1028,681,716,73,430,263,884,160,994,712,772,438,972,124 
57	367,133,516,598,731,55,60,944,250,96,82,496,683,1063,335,458,787,800,401,1041,189,86,733,41,0,328,183,258,726,690,688,173,208,392,513,403,427,1151,176,37,826,342,591,488,370,172,605,382,1034,967 
58	384,712,1084,976,320,297,862,170,98,716,504,336,351,840,28,497,628,308,420,175,558,73,4,413,594,293,549,396,249,425,880,681,1028,538,897,438,797,507,314,271,1177,1014,181,453,6,316,938,864,575,38 
59	1009,258,382,282,157,464,231,11,270,767,637,395,438,197,662,230,657,137,279,1094,199,80,159,538,575,268,459,87,221,639,680,280,155,336,695,1126,308,35,140,265,41,795,416,252,670,836,862,277,220,271 
60	923,828,488,385,337,5,183,0,1063,1032,560,826,173,786,39,31,328,193,286,1021,92,458,902,926,60,96,27,1076,264,606,40,641,854,846,239,847,64,58,1106,251,1142,208,1141,418,942,713,1055,985,322,197 
61	1094,336,538,438,862,459,231,695,249,575,277,797,230,976,351,297,442,413,279,10,880,282,220,382,157,225,421,1084,613,497,855,79,589,181,293,160,479,329,897,420,4,280,271,665,712,45,199,884,140,265 
62	589,198,438,10,862,249,413,430,7,181,613,442,976,797,594,273,297,681,79,421,538,73,1037,695,302,263,795,880,225,84,1028,420,575,170,272,336,384,124,220,265,365,1094,115,293,539,934,477,35,911,822 
63	413,862,73,796,438,198,181,273,797,249,336,442,430,538,613,365,297,976,480,665,84,160,124,220,549,594,272,360,481,575,1094,170,254,712,7,421,420,855,972,293,79,349,253,589,225,840,938,4,897,539 
64	828,606,193,39,337,286,506,385,923,902,1076,418,839,846,31,153,826,5,1011,985,786,1142,1141,92,322,1143,560,926,173,885,849,640,734,64,608,58,264,1139,239,326,1106,626,333,1032,615,834,854,183,868,663 
65	249,336,438,862,1094,695,220,538,413,421,459,613,79,157,797,575,297,549,10,442,181,589,4,875,384,976,277,265,497,477,279,230,140,703,198,351,170,594,1084,884,293,416,231,481,420,897,271,225,308,665 
66	594,384,934,681,413,396,314,430,420,170,501,1028,320,976,181,1094,862,175,124,772,297,459,73,1084,539,665,279,421,716,4,360,693,249,911,712,558,477,365,7,198,481,10,628,507,1077,271,351,336,670,972 
67	351,420,840,575,538,864,147,277,297,249,265,712,220,288,442,35,112,1094,716,181,384,1177,976,953,1087,10,302,115,497,413,438,199,67,1084,98,1179,875,336,522,880,320,796,613,797,355,1126,421,7,479,862 
68	1094,538,220,438,265,459,575,249,875,416,442,280,10,351,336,160,413,6,535,279,703,420,199,695,864,880,421,862,35,359,277,497,796,479,976,115,953,45,131,797,613,181,712,186,840,7,1126,425,297,1108 
69	385,923,239,828,1076,183,5,264,31,60,337,560,606,27,902,344,64,640,668,846,1106,816,39,458,92,193,58,537,286,333,926,847,826,328,885,868,208,713,1068,173,641,1032,1020,786,218,317,663,854,1021,506 
70	712,864,384,336,73,1084,253,98,1016,170,594,628,897,438,351,1126,1177,497,316,442,976,507,220,38,862,880,420,6,796,308,254,225,297,425,875,1108,160,249,747,151,716,955,840,28,538,245,293,329,884,453 
71	249,438,265,35,336,862,976,115,613,421,538,277,351,384,220,575,1094,797,459,420,297,302,413,442,1084,875,67,549,308,280,45,477,273,181,10,199,497,703,716,170,712,293,1037,479,1177,7,186,953,4,848 
72	590,119,469,449,282,140,279,41,1094,862,632,336,308,160,329,531,438,1063,271,639,1079,459,477,970,795,413,197,10,230,382,543,880,341,270,421,924,594,878,268,72,6,258,155,225,767,170,572,637,648,705 
73	73,442,1094,479,253,712,425,170,628,497,98,864,271,249,862,329,336,897,396,1084,4,293,225,594,797,384,613,6,351,459,308,703,160,316,880,884,438,421,45,115,236,413,501,549,747,242,199,1062,507,535 
74	336,438,862,249,976,538,797,1084,79,413,855,297,897,442,613,225,170,384,575,277,293,549,880,477,73,220,332,271,160,695,181,424,703,253,254,35,884,265,4,1094,938,365,420,1037,712,1014,840,558,875,716 
75	519,880,695,1063,420,6,438,934,7,115,878,488,538,382,159,822,351,430,297,1084,421,589,98,170,911,380,862,864,597,539,501,955,10,442,976,1128,198,1177,670,181,282,558,1028,279,40,575,681,84,254,249 
76	864,73,170,253,98,420,254,507,712,442,1028,880,242,421,413,384,225,594,1108,351,497,115,297,681,884,976,438,181,862,198,589,271,336,10,1084,249,329,613,1037,293,797,396,538,7,6,316,459,539,575,695 
77	464,382,258,1009,767,11,157,231,159,282,974,268,395,80,1157,878,197,680,1063,155,208,270,108,220,639,695,954,438,538,140,637,662,980,641,657,221,292,459,572,449,575,87,816,10,955,279,643,335,683,416 
78	413,862,198,976,384,797,249,170,181,336,589,681,594,420,558,994,549,273,360,297,481,293,1028,175,665,538,4,438,79,716,225,938,320,712,430,613,110,421,911,124,1084,1014,897,10,160,575,272,539,351,855 
79	477,157,140,1094,230,336,575,538,279,416,277,231,297,442,438,308,249,282,79,665,695,862,320,10,220,459,589,421,549,976,855,1084,712,181,880,479,797,1014,280,613,716,384,497,464,413,897,884,351,115,395 
80	810,560,193,92,173,923,39,942,1152,337,385,828,1021,286,178,985,183,1032,639,1142,641,786,458,31,1041,5,846,854,58,1055,926,1076,218,834,153,1020,826,1107,322,606,1011,418,839,868,262,239,835,637,96,1116 
81	628,170,1084,976,549,497,249,384,862,336,1028,297,712,880,351,594,716,151,98,897,681,73,797,320,28,420,438,175,822,396,271,413,864,613,329,293,1177,504,442,198,421,4,938,38,225,589,181,994,477,10 
82	1009,11,683,258,974,335,382,980,639,96,641,464,637,1027,516,954,55,688,40,197,767,731,282,159,157,598,657,1063,80,231,60,458,270,488,711,795,1021,250,41,208,726,741,1032,108,183,427,328,1088,395,173 
83	976,198,273,1028,848,822,438,589,336,1084,329,115,297,421,862,538,308,249,459,955,911,477,230,279,170,681,729,1159,1094,716,7,797,384,220,539,396,282,140,413,84,10,420,504,575,181,4,45,161,151,481 
84	1004,430,911,198,413,7,181,84,539,862,273,272,124,589,420,360,976,491,481,681,421,249,110,438,803,594,1028,613,1000,297,797,302,501,384,934,79,365,349,115,695,972,263,994,170,459,538,10,549,938,477 
85	413,862,924,972,384,360,549,477,594,336,249,430,4,797,160,181,803,124,73,90,712,175,796,170,911,976,665,293,365,420,255,168,297,772,938,279,271,198,481,320,459,681,884,302,421,351,84,79,254,442 
86	458,133,367,902,731,944,96,516,55,173,60,828,183,262,250,496,598,683,513,82,1151,189,385,560,826,337,328,800,923,1032,974,641,606,427,0,5,1141,286,726,92,208,980,787,506,1142,342,1041,926,418,39 
87	1094,10,538,249,976,862,297,797,79,336,438,413,181,589,442,613,1014,293,575,880,225,115,665,855,277,198,4,421,420,265,384,459,170,497,351,1084,897,199,695,712,73,716,477,273,703,594,549,220,558,430 
88	827,231,382,258,197,11,464,795,270,157,767,282,181,10,1094,413,40,449,538,459,7,263,657,159,23,681,1009,589,665,575,994,637,279,442,230,421,35,198,558,695,438,208,351,1104,639,862,277,45,199,273 
89	384,712,336,862,976,4,38,594,297,293,351,1084,413,897,607,271,320,170,497,558,438,425,28,175,249,747,396,372,628,1047,772,938,160,316,797,681,220,716,507,151,98,840,73,538,955,1028,864,504,230,613 
90	1084,438,220,249,336,862,35,497,140,1126,538,628,459,351,308,297,639,372,199,384,1177,309,479,613,83,897,265,170,302,1037,421,30,28,549,712,880,270,45,279,864,282,280,579,947,575,451,293,230,797,840 
91	265,249,438,7,302,220,430,35,67,421,862,875,420,538,613,589,703,976,1037,199,186,953,575,459,198,442,10,30,336,795,695,413,181,477,277,45,972,365,911,115,297,938,594,270,273,884,280,279,124,535 
92	902,506,828,606,1141,337,286,418,885,786,640,923,385,926,1057,1139,839,193,734,5,776,31,1142,826,39,422,849,608,1011,1143,64,264,569,1076,333,174,1020,92,846,1032,985,663,173,834,153,458,626,629,251,183 
93	976,862,336,273,797,297,1084,249,897,438,4,308,477,198,384,712,549,293,589,848,73,329,413,79,1159,170,115,938,160,504,613,716,855,430,594,320,628,955,84,168,822,538,271,225,442,1028,151,181,575,681 
94	230,336,438,862,308,382,384,413,279,934,594,897,459,976,320,1094,716,681,501,181,231,670,767,420,271,558,712,199,170,575,314,220,665,1084,282,695,297,198,538,1028,329,140,395,421,442,4,396,589,79,628 
95	220,249,438,35,451,332,594,538,413,1037,396,351,862,265,864,1084,1094,384,459,1126,279,994,67,575,10,840,497,442,199,938,336,7,976,613,320,716,420,297,170,302,549,421,280,785,175,797,747,4,1028,219 
96	862,336,438,538,277,558,181,413,416,840,575,716,220,420,249,712,230,35,265,897,297,755,308,147,1094,225,279,320,79,282,797,665,976,1084,351,1014,6,938,293,271,855,384,459,10,613,695,231,880,302,199 
97	181,302,420,7,413,256,823,575,430,538,442,1094,277,827,10,665,421,115,438,360,862,351,797,35,124,249,1037,884,265,594,365,198,263,205,79,953,288,1063,796,255,795,230,336,480,716,459,297,589,681,73 
98	342,496,96,652,208,731,60,458,133,711,82,702,974,258,11,531,55,382,516,591,598,250,140,396,165,464,826,787,282,173,605,639,733,197,572,1157,800,309,1037,378,1028,37,459,367,1032,683,761,980,767,392 
99	451,220,341,864,438,531,880,332,958,1037,1108,140,695,747,878,279,1126,11,497,459,639,10,955,795,974,351,538,336,416,822,249,170,1084,648,1094,282,421,34,970,231,219,197,778,637,72,442,862,280,35,765 
100	384,170,1084,976,862,413,681,594,420,249,579,297,549,1028,308,181,396,4,336,351,712,716,628,897,430,797,438,481,497,421,175,73,558,302,293,198,314,320,271,360,613,220,316,425,28,938,1177,703,199,265 
101	543,208,458,11,641,974,378,560,826,159,1009,258,711,0,1063,197,488,337,639,464,726,853,382,828,27,923,270,440,324,893,40,96,516,1052,35,395,328,232,657,1152,834,1032,183,220,1021,157,1066,767,282,1094 
102	1094,10,413,538,181,442,665,297,575,459,249,420,1014,199,976,421,797,230,425,277,795,280,497,4,351,115,716,862,265,481,360,198,479,336,273,681,308,416,549,79,384,875,703,880,589,124,170,438,449,594 
103	413,1094,862,425,249,459,384,594,4,976,396,181,421,79,297,160,772,336,198,293,430,797,279,438,351,538,442,934,420,539,170,613,712,360,575,681,7,124,481,265,803,1028,703,199,35,911,589,271,479,549 
104	5,828,1032,1020,826,606,183,286,854,264,385,923,337,1011,847,902,39,1076,926,458,31,173,569,193,786,40,1055,1106,506,885,64,868,218,1143,1178,846,776,1021,58,251,1142,560,621,54,849,60,640,1139,801,418 
105	902,1141,385,506,828,337,640,606,786,92,1057,560,734,926,923,885,31,5,286,418,458,39,1142,537,183,264,239,193,174,776,1032,839,173,496,569,849,422,64,96,58,663,262,251,333,1076,1143,668,942,153,683 
106	864,98,712,170,507,840,73,253,351,880,1179,497,1108,1084,384,420,442,297,115,254,293,6,976,425,1028,438,336,958,316,538,862,249,242,797,28,594,380,225,151,277,884,558,329,421,413,1037,716,628,112,479 
107	420,538,413,575,181,880,442,297,351,249,1094,797,976,862,384,277,10,336,421,864,170,716,594,160,613,360,320,438,497,1084,712,220,703,549,79,938,665,265,884,7,459,855,115,1014,875,953,558,175,1028,225 
108	198,413,7,589,681,421,438,181,795,430,10,249,420,538,349,976,265,263,575,360,862,558,539,481,1094,665,365,994,613,84,273,442,297,911,594,695,1028,115,170,110,124,272,953,459,220,302,797,1004,35,351 
109	382,231,767,157,464,395,282,258,1094,230,662,336,538,277,279,140,459,1126,680,416,862,575,1009,320,438,297,112,1084,695,558,268,351,716,252,308,155,199,11,572,309,836,880,181,855,220,420,1177,372,976,221 
110	232,299,964,324,283,543,1052,269,416,912,440,740,235,219,648,1108,34,359,512,127,970,1094,220,792,1155,765,56,778,277,1092,438,67,464,188,279,572,159,742,893,958,136,270,249,351,336,878,6,140,641,35 
111	898,1068,1143,885,828,1012,385,846,333,286,264,839,902,1076,39,615,5,31,193,776,337,640,1139,1142,849,1011,606,506,251,218,1057,854,801,418,92,786,58,985,1051,64,1106,322,621,239,923,926,734,54,868,713 
112	1084,170,880,98,73,864,297,976,628,1028,862,384,712,497,336,293,28,253,249,271,855,420,797,225,716,181,504,840,442,438,351,151,538,320,613,413,594,329,558,507,115,549,897,1108,938,6,254,1014,79,425 
113	382,425,351,767,895,297,712,231,1094,258,976,558,716,395,538,1177,589,681,1079,112,320,575,157,880,479,459,662,372,230,497,277,279,98,1014,607,1126,72,336,329,131,420,380,413,864,115,994,282,1077,661,1084 
114	382,767,258,464,395,231,282,268,157,662,680,878,159,11,1094,279,230,1009,572,80,970,1126,974,459,140,416,836,155,657,292,351,538,336,220,558,87,277,252,1108,643,112,72,221,297,575,48,695,10,420,197 
115	249,7,438,115,1094,198,421,10,613,442,538,575,911,413,35,589,181,273,265,420,797,862,124,302,976,220,430,336,695,459,477,360,351,1037,297,242,84,280,45,665,703,953,186,365,479,279,481,549,199,1004 
116	420,181,430,384,249,314,413,421,459,7,934,302,124,1094,594,279,501,911,681,862,308,438,665,360,716,230,396,198,477,549,140,336,10,575,35,170,538,199,265,481,1084,442,365,297,976,73,220,84,255,277 
117	862,336,477,273,249,549,271,438,797,225,168,459,1084,976,308,613,589,848,1094,4,413,329,924,449,45,79,297,73,198,421,972,181,186,897,293,277,253,302,199,170,884,384,665,949,84,442,303,538,265,695 
118	258,464,157,382,250,767,11,974,683,1009,282,231,159,598,41,657,787,516,980,335,395,639,55,795,1157,641,96,197,80,878,643,690,268,731,1063,726,680,1027,1094,60,637,662,458,392,488,688,954,270,221,40 
119	1094,199,862,438,198,413,181,137,695,272,73,442,538,265,10,249,79,575,308,329,225,613,589,855,797,336,594,459,186,535,45,421,665,703,430,6,384,230,549,481,501,976,280,293,4,897,254,51,297,220 
120	249,438,862,421,613,1094,538,442,880,459,413,6,297,7,35,575,589,181,430,336,10,420,976,797,115,265,302,280,220,170,351,594,199,703,479,712,864,45,497,384,695,293,897,198,279,73,1037,875,186,681 
121	183,1032,197,173,458,639,60,641,96,5,40,923,795,637,702,317,488,11,853,208,980,741,270,0,826,7,1066,926,810,328,27,421,385,1104,531,1021,337,438,750,459,786,657,10,159,560,1020,1094,816,847,1055 
122	828,337,385,734,286,1141,902,606,1057,239,506,39,923,1142,1143,333,193,418,839,640,826,92,1076,174,885,849,31,846,537,560,126,985,868,784,608,264,5,1011,615,776,1139,942,668,153,786,898,173,834,629,569 
123	183,60,1032,826,317,96,173,5,328,641,488,458,923,0,795,337,639,208,702,741,443,1021,197,828,385,10,378,1094,40,11,569,606,926,657,853,1063,1055,421,286,7,560,193,980,270,810,438,637,1020,1066,720 
124	438,6,695,862,186,220,613,336,7,875,160,421,249,1090,442,459,115,122,273,703,265,637,880,897,197,589,639,245,477,341,297,538,535,199,279,853,11,45,575,712,1037,270,796,549,308,1094,79,282,140,797 
125	264,1184,828,640,385,885,64,5,606,31,506,902,923,846,1076,1032,786,1142,208,337,458,342,1057,239,418,39,1143,126,1012,1068,615,1139,577,422,286,496,58,218,96,853,854,834,183,569,1030,663,826,27,668,776 
126	173,858,713,373,27,923,702,853,640,1066,1141,926,377,741,458,847,183,337,13,11,750,786,126,826,1106,96,641,639,212,810,5,208,598,153,31,637,683,606,64,60,668,108,615,193,197,1030,218,239,801,846 
127	791,36,567,757,244,528,465,708,1172,1135,946,376,920,1132,489,517,904,542,979,260,595,451,127,196,35,341,219,711,220,188,1037,232,893,652,34,483,734,658,324,543,383,1119,499,67,235,342,864,1087,1067,1084 
128	1032,7,317,5,183,430,421,438,249,816,60,911,198,197,1094,220,420,302,413,40,459,639,538,124,181,458,10,613,35,279,923,100,1004,589,828,795,695,115,575,270,641,862,476,349,539,365,265,205,442,606 
129	409,438,336,170,613,862,880,589,249,955,329,976,293,695,425,297,864,413,1037,115,712,253,497,351,1028,198,384,1084,628,271,459,151,911,421,35,797,897,273,442,73,681,98,28,4,79,703,220,822,884,181 
